age,E1,N1,A1,C1,O1
22,2,3,1,3,2
29,2,3,1,4,2
27,2,4,4,3,3
24,1,2,2,4,4
24,3,4,2,4,4
19,2,5,3,1,2
18,2,3,3,4,3
48,3,2,1,5,5
22,2,5,4,2,3
23,2,3,3,2,2
44,4,2,2,4,5
24,2,3,4,4,3
17,2,4,3,4,4
26,1,2,5,5,3
24,4,2,4,3,3
45,3,1,1,5,5
48,3,3,5,3,2
15,1,5,1,1,4
15,1,5,2,5,4
18,4,2,1,2,4
53,1,3,1,3,4
19,2,4,3,4,2
23,4,5,1,2,4
22,2,1,4,4,5
19,1,4,5,5,5
34,4,2,2,3,4
22,2,5,1,3,3
42,3,4,4,4,5
19,3,4,4,3,3
26,5,4,1,3,4
23,4,3,4,5,2
19,5,5,1,3,4
33,5,5,1,1,5
20,2,2,1,3,5
50,2,2,4,3,5
22,3,2,3,3,3
24,3,1,2,4,4
21,1,4,4,3,2
16,4,2,1,3,2
40,1,2,2,3,5
32,2,5,1,3,2
27,3,2,2,3,3
19,1,3,4,4,3
25,4,3,1,3,4
34,2,3,2,2,4
19,2,1,3,3,3
15,1,1,5,5,5
25,2,1,1,4,5
26,2,3,3,4,5
29,4,4,1,4,3
19,3,2,2,4,3
56,1,4,3,5,4
19,1,3,1,5,3
24,2,1,3,5,3
29,2,1,2,4,4
21,1,2,5,4,5
24,3,4,2,4,1
15,1,5,3,1,3
34,4,1,4,2,5
28,2,4,4,5,4
53,5,3,1,4,4
21,1,4,3,3,2
22,2,5,4,1,3
20,4,2,2,3,5
31,2,4,2,2,5
37,4,4,2,4,4
16,3,1,4,3,1
47,4,3,1,3,5
20,3,4,3,2,4
26,4,4,3,5,2
32,5,5,5,3,2
16,1,3,1,4,4
21,3,2,3,4,4
40,4,4,1,4,5
22,2,2,2,4,2
21,3,4,4,2,4
16,5,5,1,5,3
17,4,3,5,3,2
23,3,1,3,5,4
29,2,4,3,3,4
19,3,3,2,5,5
1994,1,4,4,4,4
23,2,3,3,5,5
19,4,4,2,3,4
36,3,3,2,2,4
22,4,4,5,4,3
22,5,5,5,2,1
21,5,3,5,2,3
25,3,4,2,2,2
19,3,3,4,4,3
30,2,4,3,5,2
25,1,3,2,5,3
38,3,4,1,4,4
17,4,4,1,4,4
26,2,4,1,4,2
24,4,4,4,4,4
34,1,4,3,3,1
31,4,3,2,4,3
21,2,1,4,3,4
23,3,3,2,4,2
28,3,4,4,1,5
19,4,3,1,4,4
16,3,4,1,3,3
16,1,4,2,2,2
27,4,1,5,4,5
54,3,2,2,4,4
19,4,4,1,5,3
41,2,5,1,3,4
19,1,4,5,5,2
26,2,1,2,2,3
26,2,2,1,4,3
21,3,3,1,3,3
18,2,5,1,3,3
25,3,1,1,4,5
39,3,2,4,3,3
38,1,4,1,2,1
19,5,3,3,4,3
26,3,4,2,3,2
42,3,3,1,5,4
23,4,4,4,5,5
16,2,4,3,3,3
25,3,3,1,4,4
33,5,2,2,3,4
25,5,3,1,3,2
20,1,4,2,2,5
16,4,2,1,2,5
51,4,3,4,2,4
22,4,3,5,4,5
27,3,1,2,5,4
16,1,4,3,3,4
48,3,5,2,3,4
18,1,2,3,4,3
15,3,5,1,4,4
15,3,4,1,3,4
39,1,2,1,3,5
19,2,2,1,4,5
20,3,5,4,4,4
57,5,4,1,4,3
22,1,5,4,3,1
16,5,1,2,2,3
37,1,4,1,4,3
47,3,1,2,4,5
13,1,5,4,1,5
52,2,1,1,3,3
17,1,5,4,4,5
25,1,5,1,2,5
26,2,2,1,4,5
21,3,3,3,4,5
33,3,3,2,5,4
61,1,3,1,4,4
50,3,2,2,4,4
27,2,1,5,1,1
16,4,2,2,4,2
22,3,5,4,2,4
23,2,3,3,4,4
24,4,5,2,5,5
16,3,3,4,3,3
20,3,3,5,3,2
51,2,4,1,4,5
18,1,1,1,5,5
17,3,4,5,2,3
20,4,3,1,3,4
53,3,2,2,4,3
23,4,2,4,3,3
17,1,3,1,5,5
69,3,2,1,4,2
20,2,4,3,5,3
32,1,4,3,4,4
21,4,1,4,3,4
19,3,3,2,3,3
54,4,3,1,3,5
22,3,2,2,4,5
22,3,4,2,4,3
50,1,4,1,2,5
36,2,3,2,4,5
16,1,5,1,3,2
53,2,4,1,5,4
17,1,4,4,4,3
17,4,5,1,3,4
48,3,3,1,5,2
16,3,2,4,4,4
30,1,2,4,5,5
40,1,4,1,4,3
32,3,4,1,4,4
33,5,4,1,4,5
28,2,3,3,3,4
26,1,3,3,3,3
29,1,5,3,3,3
23,1,3,1,5,2
39,3,3,1,3,4
33,2,3,4,3,5
22,4,2,2,3,4
53,4,1,1,4,5
20,4,5,2,3,4
52,3,3,1,3,3
48,1,2,1,3,2
32,3,2,1,4,2
31,4,4,1,4,4
50,2,4,1,3,4
25,1,5,1,3,1
40,2,2,4,3,4
23,3,4,1,5,3
52,5,5,4,4,2
15,1,3,1,4,3
20,5,5,5,1,3
38,4,3,1,4,4
33,2,1,1,3,2
59,4,5,2,4,5
43,2,2,2,3,4
19,2,2,4,4,3
20,2,3,3,4,4
20,1,4,1,5,4
30,1,4,4,4,5
33,3,2,1,3,5
20,3,3,2,4,2
48,1,4,2,4,4
15,1,4,1,3,5
18,3,4,2,1,2
20,4,2,4,4,4
32,2,5,3,4,5
27,3,1,1,5,5
16,2,1,5,3,4
23,3,3,2,4,5
25,2,5,3,1,4
18,1,5,1,1,5
39,2,4,1,4,4
26,2,2,1,4,4
1992,3,5,1,3,3
22,4,3,2,4,2
22,3,5,5,2,5
29,1,3,1,5,3
58,3,2,4,3,4
66,2,3,2,4,5
18,2,5,1,5,4
21,5,2,4,4,3
35,3,4,1,2,5
18,3,5,1,4,4
20,2,4,1,2,1
25,1,5,1,2,3
24,4,5,3,1,5
18,4,2,5,5,5
18,1,4,2,1,5
22,1,3,1,5,5
43,3,4,3,4,4
41,4,4,2,3,5
17,2,2,1,5,5
1988,1,2,3,3,2
17,3,5,1,3,5
49,5,1,2,5,4
17,2,4,3,3,2
21,4,3,2,4,3
49,4,3,1,2,5
43,2,4,2,3,3
30,1,4,2,4,5
25,1,3,1,2,3
15,3,5,1,4,4
14,4,2,2,4,3
25,1,2,2,3,3
26,5,1,3,5,3
23,4,4,4,4,3
17,2,2,4,3,5
20,3,1,2,4,4
23,1,4,1,4,1
16,1,5,2,2,3
17,1,5,1,2,4
21,3,4,1,4,2
59,1,3,4,4,2
24,4,1,1,4,5
18,3,4,3,4,4
22,3,2,2,4,2
56,4,4,1,4,5
16,3,1,2,4,4
35,4,5,1,4,4
25,2,3,1,5,5
35,1,5,2,1,5
28,1,5,5,1,3
40,1,5,2,5,5
59,4,5,1,5,3
26,4,4,1,3,5
17,4,3,2,2,4
17,4,1,1,4,3
40,3,2,1,3,4
48,3,1,3,3,3
21,1,2,1,2,2
33,2,4,3,4,3
25,2,2,1,3,3
41,2,2,5,3,1
56,4,1,1,5,5
46,3,3,2,4,4
40,2,3,1,2,5
21,1,3,1,3,3
21,4,1,4,2,3
18,1,1,3,1,4
21,3,4,1,4,3
29,3,4,2,3,4
53,1,5,1,5,5
40,2,4,2,5,5
21,3,4,1,4,3
46,3,3,4,2,5
17,1,5,2,1,5
35,1,5,2,2,5
24,2,3,5,2,2
16,2,2,2,4,3
18,2,4,1,3,4
22,3,2,2,4,4
21,4,1,1,4,2
17,5,1,3,4,5
16,3,3,1,4,3
20,5,3,1,3,2
15,1,5,2,4,3
25,5,1,2,3,4
33,3,3,4,2,3
16,2,3,4,3,5
35,1,5,1,3,4
22,5,4,3,2,5
19,1,1,1,5,1
15,1,5,1,5,1
16,5,3,1,3,4
58,1,4,1,4,4
20,2,1,4,4,2
18,5,5,5,5,1
35,1,4,4,4,3
21,1,5,3,2,5
20,1,3,1,5,3
34,3,5,4,2,4
21,2,3,2,5,4
32,5,1,1,4,5
19,3,2,4,4,3
19,3,4,1,4,5
15,3,4,1,3,3
19,4,4,5,4,3
17,1,5,3,2,5
19,3,2,1,4,3
20,1,2,1,2,3
24,1,4,1,1,3
19,2,3,2,3,3
28,3,2,1,4,3
17,2,3,3,4,4
22,2,1,1,3,2
32,3,3,2,2,2
1990,3,3,5,3,2
19,4,3,3,4,3
16,3,4,2,3,3
22,4,3,1,4,4
19,5,2,1,3,4
38,4,2,2,3,5
32,3,3,4,3,3
15,1,5,1,2,3
26,2,1,1,2,2
20,3,2,3,4,2
25,1,5,2,4,1
35,4,1,5,5,5
23,3,4,4,3,4
21,1,1,1,4,5
20,3,5,5,5,3
25,3,2,1,4,4
23,3,2,4,4,3
21,4,2,2,2,4
22,3,4,5,2,4
19,5,1,5,5,5
20,2,4,2,2,5
17,1,3,1,4,3
30,3,3,2,3,5
21,1,5,5,5,3
35,2,4,5,4,4
17,2,4,1,4,5
24,4,4,2,3,3
24,5,3,2,4,4
17,2,5,1,1,4
22,1,5,3,3,5
15,4,3,5,4,5
21,3,2,5,3,4
36,3,5,1,3,4
19,3,4,5,4,3
22,1,5,4,2,1
29,5,3,3,4,4
44,1,4,4,3,5
41,3,2,1,3,4
17,4,4,4,2,5
26,5,5,2,3,3
47,2,2,2,4,3
25,2,4,2,1,5
47,2,5,3,2,3
43,2,4,1,3,3
31,3,4,1,4,3
28,4,4,4,4,4
40,4,2,3,3,5
16,3,5,4,2,5
14,4,2,2,3,5
18,3,4,2,3,4
42,3,1,1,4,4
19,5,5,3,4,3
25,2,3,1,3,3
20,5,4,5,3,4
33,3,2,4,5,4
36,3,2,1,4,3
14,4,3,5,3,4
29,4,2,1,4,4
17,3,2,5,4,3
42,5,1,1,5,5
19,2,3,2,3,3
47,5,5,1,4,5
46,2,4,2,2,4
21,2,4,5,4,4
17,5,5,5,1,1
22,2,3,4,3,2
42,4,1,2,4,5
33,3,5,3,4,4
55,3,4,1,3,3
47,1,2,1,4,3
20,2,5,1,5,5
31,3,5,4,4,4
36,1,5,1,4,4
25,2,3,2,4,4
23,4,3,5,4,1
15,3,1,1,3,3
21,2,4,2,3,5
46,4,1,1,4,5
22,3,1,4,5,5
19,1,2,2,3,1
23,3,2,5,4,4
14,3,3,3,5,4
19,3,3,5,2,5
22,4,5,3,5,4
19,3,4,2,3,4
61,3,4,1,3,5
20,5,2,1,3,5
19,3,2,1,5,3
22,3,1,1,4,5
24,4,4,5,2,5
23,4,3,1,3,5
18,1,4,2,4,5
16,3,3,2,4,4
20,1,3,1,4,4
50,2,2,1,3,5
25,4,3,2,5,3
30,4,5,5,5,5
19,3,3,1,4,2
22,3,2,2,3,2
29,3,4,2,4,3
19,4,3,1,4,3
27,2,2,4,4,2
21,2,2,1,3,4
14,1,5,5,1,3
23,3,2,5,4,2
21,5,1,1,5,4
22,3,4,2,3,4
37,2,1,2,4,1
69,1,1,2,2,5
36,2,3,1,4,3
47,4,2,2,3,2
47,1,3,2,4,4
22,3,2,3,3,4
20,3,4,4,2,2
30,2,5,3,3,5
31,2,3,1,4,4
18,4,3,5,5,4
37,3,2,2,4,1
49,3,2,2,4,4
26,5,1,1,5,5
24,4,5,1,4,4
31,5,5,1,4,2
46,4,1,1,4,3
34,3,4,4,5,4
39,1,2,3,4,4
46,4,4,4,2,3
55,1,3,2,4,4
47,4,2,1,4,3
25,4,3,5,4,3
20,2,3,4,4,2
16,3,2,2,3,5
54,4,1,1,5,3
17,3,3,3,3,3
16,3,3,2,4,2
16,5,2,4,4,3
17,4,3,4,2,1
17,3,3,4,5,3
17,2,4,1,5,4
18,5,1,5,1,5
15,4,4,4,4,3
16,4,3,1,5,5
16,3,2,3,4,1
16,2,2,3,1,3
16,4,2,5,5,3
17,4,5,5,5,1
16,3,4,5,3,4
17,5,5,2,4,3
17,4,2,1,2,3
16,1,2,2,4,5
15,3,5,4,3,3
20,3,3,2,3,3
14,4,2,4,5,4
1999,3,2,4,3,2
15,1,5,3,2,2
15,3,1,1,3,3
21,3,3,1,2,4
19,1,4,2,2,1
21,3,5,2,5,4
13,1,1,4,2,5
16,5,5,1,3,5
39,1,5,2,2,4
21,3,2,5,4,2
22,1,5,4,3,4
30,3,2,1,3,5
15,4,4,2,2,3
59,2,2,1,4,3
33,4,4,4,3,5
23,5,1,3,3,5
37,3,4,5,4,4
21,3,5,5,4,4
26,5,5,1,4,4
14,4,4,2,3,3
18,2,1,4,5,4
19,5,4,5,2,5
13,1,4,5,3,5
21,4,4,1,4,5
19,1,3,1,3,4
24,3,2,1,4,2
34,3,3,1,3,2
30,3,4,1,2,5
37,4,4,1,3,3
31,4,3,3,3,4
30,3,5,1,3,5
47,3,3,2,5,5
24,4,3,1,4,4
21,4,3,1,3,3
19,4,4,1,2,3
1997,4,1,5,3,2
26,5,2,1,3,5
21,1,4,1,1,4
42,1,5,1,4,5
33,3,3,1,3,5
17,2,2,3,4,4
44,1,5,1,4,4
26,3,3,2,2,3
41,1,1,1,4,5
23,1,5,1,1,4
22,4,5,1,2,5
22,3,3,2,4,4
68,2,3,4,3,5
18,3,5,4,5,5
32,1,5,2,4,3
18,1,2,1,2,5
18,1,3,1,2,4
17,2,3,1,4,4
27,1,2,5,4,5
32,2,3,3,1,4
19,1,2,1,3,3
16,5,4,1,2,2
50,3,2,2,4,4
35,3,5,1,3,3
39,2,3,3,2,4
18,1,5,4,1,5
20,2,5,1,3,5
22,1,2,5,3,1
15,1,4,3,3,5
37,5,1,1,5,5
43,1,4,1,4,4
20,5,4,1,5,5
26,1,5,2,2,4
16,4,4,1,3,3
26,3,4,1,3,3
53,3,4,4,3,4
20,2,2,1,4,5
20,3,4,2,3,4
16,2,1,4,3,5
17,2,5,1,3,4
20,3,4,2,2,4
22,1,5,2,1,2
40,3,1,1,5,5
38,1,2,1,3,3
24,5,3,1,4,5
60,4,3,1,4,5
13,1,3,1,4,5
17,4,2,1,3,5
15,2,3,1,3,2
15,5,2,1,5,5
22,3,2,2,4,4
16,5,1,5,4,4
15,2,4,3,2,4
23,3,5,1,2,5
19,2,4,2,4,5
20,2,4,4,5,4
40,3,1,1,4,4
22,1,4,1,4,5
74,1,3,1,4,5
37,3,4,1,4,4
57,1,3,2,3,4
41,1,2,1,5,5
20,3,5,1,3,4
24,3,3,1,3,4
36,3,1,1,4,5
16,2,4,4,2,4
18,3,3,4,3,3
17,1,4,3,3,2
24,2,1,4,4,5
29,1,5,1,3,5
45,3,4,2,2,3
22,2,5,2,4,2
53,4,2,5,1,5
22,1,5,5,4,4
67,1,2,1,3,4
23,2,4,3,3,3
38,2,4,5,5,3
55,3,2,1,4,2
45,4,2,1,3,4
19,2,5,2,1,4
38,3,4,5,4,3
23,2,2,2,3,5
16,4,2,1,2,4
35,2,4,2,5,4
21,4,4,1,3,5
20,1,5,2,4,5
16,5,5,3,4,4
15,4,4,1,3,3
21,1,3,1,3,3
14,3,5,5,3,5
15,1,5,5,5,5
26,3,5,1,3,3
26,3,3,2,3,3
39,5,1,5,5,4
20,3,2,1,4,3
16,2,5,2,1,3
20,1,3,2,4,4
18,3,2,1,2,4
16,3,3,4,3,5
34,4,4,1,5,4
14,2,5,4,4,3
14,3,5,1,1,3
43,4,2,2,2,2
47,4,2,1,4,4
25,1,2,3,3,3
18,3,2,2,4,3
25,4,2,4,3,3
26,3,1,1,4,4
30,3,5,1,5,5
14,4,4,1,2,5
24,3,5,2,3,1
20,2,4,5,4,3
46,2,4,1,5,4
21,2,3,2,3,4
38,4,4,2,2,4
42,3,5,1,4,5
42,2,1,2,1,5
15,2,2,2,3,4
21,2,5,4,5,5
49,3,2,1,4,5
16,2,3,2,3,3
17,1,3,1,2,4
53,2,4,1,4,4
37,3,2,2,4,4
18,3,2,1,4,3
23,4,2,1,5,3
21,1,5,5,4,3
34,3,4,2,1,5
35,5,5,5,3,2
57,3,3,2,1,4
25,3,4,5,4,5
25,3,3,5,3,1
25,1,4,5,4,4
27,3,3,1,4,3
54,1,4,5,4,5
25,2,4,1,5,5
42,3,3,1,5,5
30,3,2,1,4,5
19,3,4,2,3,3
27,1,3,3,4,2
20,2,2,5,4,3
28,3,4,5,4,4
27,4,2,2,4,3
26,4,3,2,3,4
23,2,4,2,3,5
28,3,4,3,2,3
16,1,2,1,5,4
41,4,4,1,5,5
22,1,1,1,4,4
27,1,5,4,2,2
20,2,5,4,4,4
26,2,5,5,1,3
41,3,2,1,4,5
30,3,4,4,4,4
18,1,3,4,4,4
17,1,2,2,2,5
19,3,5,3,2,1
19,1,4,5,2,1
40,1,2,1,3,2
23,1,2,1,5,3
47,2,2,3,2,4
27,4,3,1,3,4
18,2,3,4,5,4
24,4,4,1,2,3
27,2,3,4,2,3
58,2,1,1,4,5
27,1,1,5,5,5
26,1,5,1,3,5
20,1,1,4,2,1
21,1,5,4,2,3
21,2,1,1,5,5
17,2,2,4,4,4
17,3,5,1,3,4
17,2,2,2,3,2
21,2,4,2,1,3
40,2,3,2,3,5
23,1,1,2,1,3
23,3,5,2,4,4
37,5,4,1,3,4
20,4,2,1,3,5
19,1,2,5,3,4
17,2,3,1,3,4
19,3,3,4,4,4
38,1,1,1,4,5
19,1,1,2,3,4
31,2,2,4,3,4
22,1,4,5,4,3
23,2,3,4,5,4
18,4,3,4,2,3
28,1,1,1,1,4
19,3,1,2,5,4
22,1,4,2,2,1
26,3,1,2,3,4
24,3,4,3,4,3
46,2,2,1,3,5
15,5,3,2,4,3
15,5,3,3,2,2
18,4,1,2,1,2
34,4,2,1,4,4
21,1,4,5,2,5
19,1,5,3,3,2
25,3,4,3,3,2
18,3,2,1,3,4
29,3,3,1,2,4
13,3,5,2,3,2
46,2,2,2,4,4
23,4,1,4,3,2
18,5,3,4,2,1
22,4,4,2,2,3
17,2,3,2,2,3
21,4,4,2,4,4
17,5,2,4,2,3
17,3,4,3,4,3
17,2,4,1,4,2
17,1,2,3,5,2
35,1,2,4,1,5
14,1,2,1,2,4
19,2,4,2,4,3
37,1,2,1,3,4
33,2,1,1,4,5
19,5,3,1,4,3
25,4,1,5,5,2
29,3,3,1,5,5
35,4,3,4,4,3
42,1,2,3,3,4
16,1,4,4,1,3
30,3,2,1,3,4
14,2,2,4,3,4
18,1,3,5,4,2
48,1,1,2,4,2
42,1,2,2,5,2
14,3,5,5,4,1
14,4,3,4,3,5
31,2,2,2,4,3
17,1,5,5,3,3
16,1,5,1,4,5
21,1,3,5,5,1
68,3,3,1,5,5
25,4,4,2,4,4
51,4,4,4,4,4
48,2,4,1,4,4
26,5,1,1,5,2
23,3,3,2,3,3
20,2,2,4,3,4
15,3,5,1,1,2
15,4,4,1,3,3
22,4,4,1,3,4
18,3,3,5,2,4
18,1,4,2,4,4
14,1,3,4,1,4
29,3,3,2,5,4
19,3,5,1,2,4
21,3,3,4,2,3
36,3,4,3,1,1
21,1,4,3,2,1
22,2,3,4,2,2
16,5,5,5,5,5
41,4,5,3,2,5
49,1,4,1,3,4
32,3,5,1,3,2
30,4,1,1,4,5
16,3,5,5,1,3
42,5,5,5,5,5
44,4,3,1,3,5
17,3,3,1,4,2
18,2,5,4,4,2
20,1,5,1,1,1
27,2,3,5,4,4
54,2,2,2,4,4
28,4,2,1,5,5
26,5,4,1,2,5
17,1,4,1,4,3
19,2,1,1,1,4
22,2,3,2,4,3
25,3,5,1,3,4
25,4,3,4,1,4
30,3,3,1,4,5
30,3,5,1,4,3
28,2,1,3,3,5
29,4,4,5,3,4
36,3,2,2,4,3
15,4,2,5,4,4
20,5,4,2,3,1
24,3,1,2,4,4
22,2,4,2,2,4
44,1,1,3,4,3
39,5,1,1,3,4
19,4,5,2,4,4
45,4,1,1,4,4
28,3,2,4,4,3
24,2,2,1,4,2
22,3,4,3,2,1
36,1,5,1,1,1
19,1,5,1,4,5
23,3,4,1,3,4
47,1,5,2,1,5
40,1,5,1,5,5
15,1,5,1,4,5
37,1,3,1,2,4
18,4,5,1,4,4
38,1,3,3,4,4
24,1,3,1,3,4
17,1,1,5,3,4
17,3,3,4,4,2
19,4,2,1,4,2
55,3,3,4,4,3
24,5,3,2,2,2
30,1,5,5,3,4
21,3,2,1,4,2
23,1,3,1,5,4
24,2,2,3,4,5
49,3,3,5,3,4
15,4,3,5,4,4
30,2,3,1,1,5
29,4,4,1,2,4
36,1,5,1,1,5
55,2,1,2,4,4
58,3,1,2,4,4
21,1,5,2,2,5
18,2,2,1,3,4
31,1,5,3,1,1
28,1,1,1,4,3
20,3,1,4,3,5
27,5,3,1,2,5
27,3,5,4,2,4
32,1,3,3,3,4
27,3,5,3,2,5
57,3,2,1,5,3
32,2,2,1,4,4
27,1,2,2,4,4
14,2,5,3,3,4
33,3,2,3,5,4
43,1,2,2,4,4
21,2,5,1,4,4
47,2,4,3,4,4
50,3,4,1,5,2
47,4,2,1,3,4
16,4,4,4,3,2
24,3,4,4,2,2
16,2,5,1,4,3
17,2,3,3,3,3
41,4,4,2,4,1
14,2,5,4,1,4
21,3,4,2,4,5
17,3,4,4,5,5
41,2,5,1,2,2
15,5,4,2,4,4
31,2,4,5,3,3
14,3,5,5,4,3
20,3,5,1,3,4
35,1,5,1,3,4
17,1,5,5,3,4
25,2,5,1,3,2
22,2,5,4,4,4
48,1,2,1,2,1
17,2,4,1,3,1
20,1,4,4,4,5
33,3,5,1,1,3
40,1,2,1,4,5
22,4,3,5,4,3
14,3,4,1,4,2
26,1,5,5,1,4
31,2,3,1,4,5
21,2,4,1,5,4
20,2,2,5,4,1
27,3,2,1,4,2
16,2,4,1,2,3
26,2,4,2,4,1
18,3,5,4,5,4
40,4,3,1,3,4
51,3,3,2,3,5
22,2,4,5,5,4
34,3,1,1,4,5
20,2,5,4,1,2
14,1,5,2,1,2
56,4,1,1,4,3
24,1,5,3,1,5
40,3,5,1,3,3
21,2,2,2,2,4
22,4,4,2,2,4
20,2,5,2,4,5
19,5,4,3,3,2
35,5,3,5,5,5
17,4,4,1,3,4
27,5,3,3,5,3
29,2,4,3,3,5
30,1,1,1,1,1
32,2,4,2,2,2
17,3,3,1,3,2
22,1,2,3,3,5
28,2,2,4,4,3
20,1,3,2,3,4
26,1,3,2,5,2
19,4,4,1,2,4
29,2,5,1,5,3
43,5,4,4,4,3
56,5,1,1,3,5
15,3,4,2,2,3
19,4,4,2,2,3
20,2,5,2,2,5
15,3,4,2,3,5
21,1,5,2,4,4
23,3,2,4,3,4
26,3,2,4,4,1
19,5,4,5,4,3
19,4,4,5,3,2
19,5,1,1,5,3
19,5,5,1,2,1
31,4,2,4,3,2
18,1,3,1,2,4
41,3,4,2,3,5
22,5,5,4,5,4
24,1,2,1,3,4
24,1,5,1,5,5
15,1,5,4,5,5
41,1,5,5,3,5
1992,1,5,5,3,4
20,1,5,1,2,4
18,3,5,5,5,3
17,1,5,1,5,5
32,4,2,2,2,5
13,5,2,2,4,5
20,4,3,3,3,4
17,4,2,1,2,5
22,3,3,1,3,4
19,1,2,4,3,4
57,2,3,2,5,5
27,5,4,2,2,5
14,3,5,5,1,3
19,2,5,4,3,2
18,2,2,4,5,3
35,3,3,1,5,4
18,1,2,3,3,4
40,2,3,1,4,5
21,4,2,2,3,4
18,2,5,5,4,1
31,4,2,2,3,4
34,4,5,1,3,5
20,1,5,1,4,4
15,5,1,2,1,1
17,5,2,1,4,4
16,5,5,1,1,5
62,2,4,1,4,3
19,1,4,1,4,3
34,1,5,3,3,3
22,4,4,5,4,3
35,5,1,1,5,5
20,1,2,4,4,4
19,4,1,5,3,5
21,5,3,3,2,4
26,4,3,1,3,4
22,3,2,1,4,4
24,1,4,1,4,4
22,1,5,4,2,4
22,1,3,1,4,3
70,2,3,3,5,4
24,3,4,1,4,4
58,2,3,3,4,5
23,3,3,2,3,3
21,4,3,5,5,1
20,3,3,2,4,5
22,5,4,1,3,4
25,3,4,2,4,3
48,4,1,1,5,4
51,1,2,3,4,5
25,2,1,2,5,5
65,4,4,2,5,4
19,3,5,1,5,5
26,3,3,3,5,1
30,3,2,4,3,5
14,2,3,2,4,3
39,4,4,1,4,3
39,5,5,4,4,5
73,2,4,1,3,4
55,4,4,1,3,5
24,3,1,3,2,2
17,3,4,3,3,5
21,3,4,1,2,4
26,1,5,1,3,4
19,1,5,1,4,5
22,2,2,2,3,5
34,4,1,5,4,2
62,4,2,1,5,5
42,3,3,1,5,5
21,2,4,1,5,3
46,4,3,4,3,5
32,5,3,3,4,5
20,3,5,2,3,5
30,1,5,1,4,3
20,1,3,2,5,2
18,4,2,2,3,4
15,2,4,5,3,4
22,1,1,5,3,2
66,1,5,2,1,3
31,2,5,1,3,5
35,1,1,1,1,5
22,3,2,1,3,2
16,4,3,2,3,3
16,1,3,5,5,1
26,3,4,3,4,5
16,5,3,4,3,3
17,1,5,2,3,5
65,3,3,1,4,4
16,3,3,2,2,3
24,2,3,1,4,4
28,2,3,1,4,5
21,3,3,5,2,4
22,4,1,1,5,5
20,3,1,1,5,4
20,4,4,2,1,4
18,4,4,1,3,4
20,3,5,3,4,3
21,1,3,2,2,4
13,2,5,1,4,3
18,2,5,4,5,5
17,3,3,4,4,2
46,4,3,2,3,5
20,3,3,5,4,3
28,2,1,3,4,2
20,3,2,4,4,3
20,2,5,1,4,3
15,2,2,2,4,4
49,1,1,1,5,4
49,3,1,2,4,5
22,2,4,4,4,4
17,1,3,4,2,3
22,3,2,1,4,4
20,1,1,5,3,1
20,3,2,1,4,3
19,1,4,2,4,5
76,3,2,2,4,4
22,2,2,1,3,4
30,4,5,2,3,5
21,1,5,2,3,2
46,4,2,1,3,4
24,1,5,2,4,4
31,4,3,3,3,3
17,1,5,3,5,4
36,3,1,1,4,5
18,3,2,4,5,4
18,2,5,3,4,5
32,2,4,2,4,3
53,5,2,3,4,2
16,2,5,1,3,5
16,3,2,4,4,3
22,2,5,1,4,2
27,1,5,2,3,5
31,3,1,1,3,4
41,1,5,1,5,5
21,1,5,1,5,1
15,3,5,1,4,3
35,1,5,4,4,1
36,1,4,2,4,4
16,1,1,1,4,1
33,3,2,1,3,2
15,1,5,2,4,5
15,1,4,1,5,3
20,5,2,5,4,4
32,2,4,4,4,4
16,1,2,4,2,4
17,2,5,1,5,4
13,3,3,5,1,4
20,4,5,2,5,4
24,3,4,2,4,4
21,3,2,5,3,5
51,5,1,1,1,5
43,4,5,4,2,3
25,4,1,1,4,3
21,3,2,2,5,4
51,3,5,3,3,5
27,5,4,1,3,5
48,4,3,2,4,5
22,4,2,5,5,5
18,1,4,2,3,4
21,1,3,3,4,5
34,4,1,1,5,5
20,1,4,2,3,3
14,1,4,4,3,3
28,5,3,2,3,5
28,1,2,2,3,3
23,5,5,1,4,2
30,2,2,1,2,4
26,1,5,4,4,4
22,2,2,1,2,4
32,2,3,1,3,4
19,4,3,5,4,4
64,1,1,1,1,4
21,1,2,1,4,4
18,4,5,4,4,5
17,3,3,4,3,2
24,3,4,4,3,3
22,3,3,3,4,3
35,4,2,4,4,3
40,3,2,2,3,5
23,1,5,1,3,4
16,2,4,3,3,3
24,2,5,3,2,3
28,4,5,1,4,4
29,1,3,4,3,4
22,4,2,2,4,5
20,1,2,4,2,3
21,1,5,5,3,3
31,4,3,2,3,4
64,3,4,1,3,4
19,4,5,5,4,3
28,2,1,4,3,5
23,5,2,1,2,4
22,2,1,2,2,4
42,1,2,1,5,5
21,3,1,1,4,4
29,2,1,4,2,2
45,3,3,1,3,4
28,2,2,3,4,4
19,1,2,5,3,3
50,3,2,2,4,5
21,2,1,1,5,5
16,1,2,5,2,3
41,4,1,1,4,5
44,3,5,2,2,5
33,1,1,1,3,5
60,4,3,2,5,5
15,1,3,1,2,4
23,3,3,1,4,3
32,4,3,1,3,4
22,3,3,2,3,5
19,1,4,2,4,4
16,2,1,1,3,5
37,3,1,2,4,5
25,1,3,5,4,4
27,4,4,1,3,5
36,5,2,1,4,5
37,1,1,2,5,3
22,5,1,1,3,3
25,2,5,1,4,4
24,2,2,2,4,4
17,2,2,3,2,4
33,3,4,5,2,4
